血統登録番号,馬名,父正規名,母父正規名,母母父正規名,枝1_父ブロック_父父,枝2_父ブロック_母父,枝3_父ブロック_母母父,枝4_母父ブロック_父父,枝5_母父ブロック_母父,枝6_母父ブロック_母母父,枝7_母母父ブロック_父父,枝8_母母父ブロック_母父,枝9_母母父ブロック_母母父,現代馬9枝シグネチャ
2018102410,ジュンブーケ,キズナ,Pivotal,Cape Cross,地,バ,極,地,極,極,地,極,極,地・バ・極｜地・極・極｜地・極・極
2018105193,アークライト,ディープインパクト,ファルブラヴ,トニービン,極,極,地,地,極,地,極,極,極,極・極・地｜地・極・地｜極・極・極
2018104800,ギャラントウォリア,スクリーンヒーロー,Marju,Distant Relative,バ,地,地,地,バ,極,極,極,極,バ・地・地｜地・バ・極｜極・極・極
2018100828,キタノマンゲツ,リオンディーズ,ファルブラヴ,ノーザンテースト,地,地,地,地,極,地,地,極,極,地・地・地｜地・極・地｜地・極・極
2018106434,アイフレンズ,バゴ,アイルハヴアナザー,Silver Hawk,極,極,極,地,バ,地,極,極,極,極・極・極｜地・バ・地｜極・極・極
2018101626,ウインルーア,ゴールドシップ,ブラックホーク,アッミラーレ,地,極,地,地,地,バ,極,極,地,地・極・地｜地・地・バ｜極・極・地
2017106103,ムーンフェアリー,トゥザワールド,チーフベアハート,ダンスインザダーク,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2017104859,ラインキャロット,スマートファルコン,Devil's Bag,D'Accord,地,地,極,極,極,極,極,極,極,地・地・極｜極・極・極｜極・極・極
2017100813,デルマルビー,オンファイア,クロフネ,ダンスインザダーク,極,極,地,地,極,極,極,極,極,極・極・地｜地・極・極｜極・極・極
2017102915,バトルピアサー,バトルプラン,マンハッタンカフェ,フォーティナイナー,極,地,極,極,極,地,極,極,極,極・地・極｜極・極・地｜極・極・極
2017102190,シゲルハクチョウザ,ヘニーヒューズ,ダンスインザダーク,コマンダーインチーフ,地,バ,極,極,極,極,バ,極,極,地・バ・極｜極・極・極｜バ・極・極
2017106389,グッドラックスター,ベルシャザール,アグネスデジタル,ラグビーボール,地,地,地,極,極,極,地,極,極,地・地・地｜極・極・極｜地・極・極
2017100432,クイックスタディ,スピルバーグ,Vicar,Bates Motel,地,バ,極,バ,地,極,極,極,極,地・バ・極｜バ・地・極｜極・極・極
2017103915,キモンルビー,コパノリチャード,サウスヴィグラス,ブラックタイアフェアー,地,地,極,地,地,地,極,極,地,地・地・極｜地・地・地｜極・極・地
2017104065,ミツルザビクトリー,ルーラーシップ,ロックオブジブラルタル,サンデーサイレンス,地,地,地,地,地,極,極,極,極,地・地・地｜地・地・極｜極・極・極
2017103996,フェデネージュ,ロードカナロア,クロフネ,サンデーサイレンス,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2017102918,サイモンベラーノ,エスケンデレヤ,アグネスタキオン,Nureyev,地,バ,極,極,極,地,地,極,極,地・バ・極｜極・極・地｜地・極・極
2017104334,アマデトワール,トランセンド,アグネスタキオン,ブライアンズタイム,地,地,極,極,極,地,極,極,地,地・地・極｜極・極・地｜極・極・地
2017103953,ノーブルローズ,スマートファルコン,フォーティナイナー,Be My Guest,地,地,極,極,極,極,地,極,極,地・地・極｜極・極・極｜地・極・極
2017104160,バーミーズ,シニスターミニスター,ダンスインザダーク,Storm Cat,バ,極,地,極,極,極,地,極,極,バ・極・地｜極・極・極｜地・極・極
2017103709,ステーションワン,ヴィクトワールピサ,Invincible Spirit,Dancing Brave,地,地,地,地,極,極,地,極,極,地・地・地｜地・極・極｜地・極・極
2017105153,フリークアウト,キンシャサノキセキ,Danehill Dancer,Bering,地,極,極,地,地,地,極,極,極,地・極・極｜地・地・地｜極・極・極
2017105324,ミッキーローズ,ディープインパクト,Not For Sale,Sonus,極,極,地,極,地,極,地,極,極,極・極・地｜極・地・極｜地・極・極
2017101364,タツハグンセイ,リアルインパクト,Singspiel,Diesis,地,バ,極,地,バ,極,地,地,極,地・バ・極｜地・バ・極｜地・地・極
2017104792,アンネローゼ,ジャスタウェイ,ヘクタープロテクター,シービークロス,地,地,バ,極,極,極,極,極,極,地・地・バ｜極・極・極｜極・極・極
2017101757,クァンタムリープ,ロードカナロア,サンデーサイレンス,Seattle Slew,地,地,地,極,極,極,極,極,極,地・地・地｜極・極・極｜極・極・極
2017105242,カドーダンジュ,ロードカナロア,ゼンノロブロイ,エンドスウィープ,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2017104882,レッドキュリアス,ロードカナロア,ディープインパクト,Louis Quatorze,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2017106065,エンジェルエナ,エピファネイア,キンシャサノキセキ,Broad Brush,極,地,バ,地,極,極,極,極,極,極・地・バ｜地・極・極｜極・極・極
2017103622,ミルキーハート,キングカメハメハ,クロフネ,Fusaichi Pegasus,極,地,地,地,極,極,極,極,極,極・地・地｜地・極・極｜極・極・極
2017105261,ラブアンバサダー,ディープインパクト,Awesome of Course,Gone West,極,極,地,地,極,極,極,極,極,極・極・地｜地・極・極｜極・極・極
2017103841,クレアーレ,ディープインパクト,Flashy Bull,Indian Charlie,極,極,地,極,バ,極,地,バ,極,極・極・地｜極・バ・極｜地・バ・極
2017105136,ブライドグルーム,ロードカナロア,ゴールドアリュール,メジロマックイーン,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2017103355,ルーターズ,ワールドエース,エンドスウィープ,Mtoto,地,バ,極,極,極,極,極,極,極,地・バ・極｜極・極・極｜極・極・極
2017102315,トクシーズファー,ノヴェリスト,フジキセキ,トニービン,極,地,地,極,極,極,極,極,極,極・地・地｜極・極・極｜極・極・極
2017105956,マイネルパイオニア,ハービンジャー,アグネスデジタル,サンデーサイレンス,地,地,地,極,極,極,極,極,極,地・地・地｜極・極・極｜極・極・極
2017101846,サウンドトラック,オルフェーヴル,Yes It's True,Fit to Fight,地,極,地,極,極,極,極,極,バ,地・極・地｜極・極・極｜極・極・バ
2017104082,エスポワールミノル,ケープブランコ,マンハッタンカフェ,スプレンデイドモーメント,地,極,地,極,極,地,地,極,極,地・極・地｜極・極・地｜地・極・極
2017101168,サクセスリバース,エピファネイア,ディープインパクト,A.P. Indy,極,地,バ,極,極,地,極,極,極,極・地・バ｜極・極・地｜極・極・極
2017100166,ウラワザテクニック,Liam's Map,Roman Ruler,Storm Cat,極,極,地,極,地,極,地,極,極,極・極・地｜極・地・極｜地・極・極
2017106161,モズナガレボシ,グランプリボス,クロフネ,Diesis,地,地,極,地,極,極,地,地,極,地・地・極｜地・極・極｜地・地・極
2017102604,サイモンバトラー,シビルウォー,ディープインパクト,Grand Lodge,地,地,極,極,極,地,地,極,極,地・地・極｜極・極・地｜地・極・極
2017101120,ハラハラドキドキ,シンボリクリスエス,ジャングルポケット,サンデーサイレンス,極,極,バ,極,地,極,極,極,極,極・極・バ｜極・地・極｜極・極・極
2017105800,ウォータージョイ,ウォーターリーグ,ブライアンズタイム,ヘクタープロテクター,地,極,極,極,極,地,極,極,極,地・極・極｜極・極・地｜極・極・極
2017103353,サーストンシカゴ,スピルバーグ,グラスワンダー,アレミロード,地,バ,極,極,バ,極,極,極,極,地・バ・極｜極・バ・極｜極・極・極
2017106540,シェノン,キズナ,Street Cry,Half a Year,地,バ,極,極,極,極,極,極,極,地・バ・極｜極・極・極｜極・極・極
2017103422,エンペラーズパレス,タイセイレジェンド,ホワイトマズル,マイニング,地,地,地,バ,極,地,極,極,極,地・地・地｜バ・極・地｜極・極・極
2017100557,カラヤン,スマートファルコン,Southern Halo,More Light,地,地,極,極,極,極,極,地,極,地・地・極｜極・極・極｜極・地・極
2018106317,ジオパークマグマ,トーセンジョーダン,キングカメハメハ,サンデーサイレンス,地,地,バ,極,地,地,極,極,極,地・地・バ｜極・地・地｜極・極・極
2018100049,フクノラプラーニュ,ラブリーデイ,Giant's Causeway,A.P. Indy,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2018103956,ネオペトリコール,ミッキーアイル,グラスワンダー,トニービン,地,バ,極,極,バ,極,極,極,極,地・バ・極｜極・バ・極｜極・極・極
2018106507,レゼール,ミッキーアイル,エンパイアメーカー,クロフネ,地,バ,極,極,極,極,地,極,極,地・バ・極｜極・極・極｜地・極・極
2018100583,スマートジュリアン,ダイワメジャー,キングヘイロー,ジヤツジアンジエルーチ,極,極,地,バ,極,極,極,極,極,極・極・地｜バ・極・極｜極・極・極
2018110107,ユイノザッパー,Ghostzapper,Crimson Tide,Mensageiro Alado,地,極,極,地,極,極,バ,極,地,地・極・極｜地・極・極｜バ・極・地
2017105368,ユークレース,タートルボウル,サンデーサイレンス,Nijinsky,地,バ,極,極,極,極,地,極,バ,地・バ・極｜極・極・極｜地・極・バ
2017104227,シュルシャガナ,ゴールドシップ,アドマイヤムーン,エリシオ,地,極,地,地,地,地,地,極,極,地・極・地｜地・地・地｜地・極・極
2017105043,ロッソビアンコ,オルフェーヴル,シンボリクリスエス,Storm Cat,地,極,地,極,極,バ,地,極,極,地・極・地｜極・極・バ｜地・極・極
2017105036,ウォルフライエ,ディープインパクト,Galileo,Ogygian,極,極,地,地,極,地,極,極,極,極・極・地｜地・極・地｜極・極・極
2017110014,ミラードムーン,Sea The Moon,Green Desert,Nashwan,地,極,地,地,バ,極,極,極,極,地・極・地｜地・バ・極｜極・極・極
2017102705,サンシャインキッド,マツリダゴッホ,キングカメハメハ,タマモクロス,極,極,地,極,地,地,極,極,極,極・極・地｜極・地・地｜極・極・極
2017105323,サトノヴィーナス,ロードカナロア,ディープインパクト,フレンチデピュティ,地,地,地,極,極,地,バ,極,極,地・地・地｜極・極・地｜バ・極・極
2017101525,ネオストーリー,ハービンジャー,ディープインパクト,Woodman,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2017106535,コスモタイシ,ゼンノロブロイ,タップダンスシチー,ブライアンズタイム,極,極,地,バ,極,極,極,極,地,極・極・地｜バ・極・極｜極・極・地
2017104300,ウイングシューズ,ダノンシャンティ,タイキシャトル,Sadler's Wells,地,極,極,極,極,極,地,極,極,地・極・極｜極・極・極｜地・極・極
2017105077,ヴァイスリヒト,ハービンジャー,ダンスインザダーク,デイクタス,地,地,地,極,極,極,極,極,極,地・地・地｜極・極・極｜極・極・極
2017100086,フルールエトワール,ゴールドシップ,ジェイドロバリー,サドンソー,地,極,地,極,極,極,地,極,極,地・極・地｜極・極・極｜地・極・極
2017102268,マサノルビー,サムライハート,ブライアンズタイム,ノーザンテースト,極,極,地,極,極,地,地,極,極,極・極・地｜極・極・地｜地・極・極
2017105076,ウルスラ,オルフェーヴル,Monsun,Goofalik,地,極,地,極,極,極,地,極,極,地・極・地｜極・極・極｜地・極・極
2017102076,ラッキータカチャン,ディープブリランテ,ネオユニヴァース,Efisio,地,バ,極,極,極,地,地,極,極,地・バ・極｜極・極・地｜地・極・極
2016102082,ストームガスト,シニスターミニスター,スタチューオブリバティ,オジジアン,バ,極,地,地,極,極,極,極,極,バ・極・地｜地・極・極｜極・極・極
2017103991,ピシュマニエ,サウスヴィグラス,ネオユニヴァース,Deputy Minister,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2017110173,ヴァンデリオン,First Samurai,Kitten's Joy,Gone West,地,バ,極,地,極,極,極,極,極,地・バ・極｜地・極・極｜極・極・極
2017105814,リュウノゲキリン,グランプリボス,スペシャルウィーク,Saratoga Six,地,地,極,極,極,地,極,極,極,地・地・極｜極・極・地｜極・極・極
2014103036,プリンセスヨウク,エンパイアメーカー,フレンチデピュティ,Forty Niner,極,極,極,バ,極,極,極,極,極,極・極・極｜バ・極・極｜極・極・極
2016110118,キュウドウクン,Into Mischief,French Deputy,Known Fact,地,極,極,バ,極,極,極,極,極,地・極・極｜バ・極・極｜極・極・極
2016102216,プレミアムコマチ,キンシャサノキセキ,テイエムオペラオー,ジョリーズヘイロー,地,極,極,地,バ,極,極,極,極,地・極・極｜地・バ・極｜極・極・極
2016102889,サンバパレード,アドマイヤマックス,サウスヴィグラス,アサティス,極,極,地,地,地,地,地,極,地,極・極・地｜地・地・地｜地・極・地
2017100827,タイニーベイビー,タニノギムレット,Rainbow Quest,Nijinsky,極,地,極,極,極,極,地,極,バ,極・地・極｜極・極・極｜地・極・バ
2017103170,メイショウヒバリ,サウスヴィグラス,Elusive Quality,Deputy Minister,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2017104472,カズオルヴァル,カジノドライヴ,キングカメハメハ,サンデーサイレンス,バ,極,極,極,地,地,極,極,極,バ・極・極｜極・地・地｜極・極・極
2016105812,トモジャバロンド,サウスヴィグラス,オペラハウス,サンデーサイレンス,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2015104254,エイカイキング,キングカメハメハ,アグネスタキオン,ホワイトマズル,極,地,地,極,極,地,バ,極,地,極・地・地｜極・極・地｜バ・極・地
2016104273,シゲルヒカルダイヤ,ロージズインメイ,サンデーサイレンス,Sheikh Albadou,バ,極,極,極,極,極,地,極,極,バ・極・極｜極・極・極｜地・極・極
2014100977,ディープスピリッツ,ディープインパクト,A.P. Indy,Storm Bird,極,極,地,極,極,極,地,極,極,極・極・地｜極・極・極｜地・極・極
2016100170,アイファーアクター,ティンバーカントリー,クリプティックラスカル,タヤスツヨシ,極,極,地,極,極,極,極,極,極,極・極・地｜極・極・極｜極・極・極
2017100993,エブリワンブラック,ブラックタイド,サクラバクシンオー,ジヤツジアンジエルーチ,極,極,地,地,極,極,極,極,極,極・極・地｜地・極・極｜極・極・極
2016105530,ファイナルマズル,ホワイトマズル,フジキセキ,リヴリア,バ,極,地,極,極,極,極,極,極,バ・極・地｜極・極・極｜極・極・極
2017101239,カネコメノボル,ローズキングダム,ゴールドアリュール,De Ramiro,地,地,地,極,極,地,極,極,バ,地・地・地｜極・極・地｜極・極・バ
2016109096,フクノワイルド,エスポワールシチー,フサイチコンコルド,トレボロ,地,地,極,バ,極,極,極,極,バ,地・地・極｜バ・極・極｜極・極・バ
2017103569,バルンストック,ブラックタイド,キングカメハメハ,Capote,極,極,地,極,地,地,極,極,極,極・極・地｜極・地・地｜極・極・極
2017101746,マイネルデステリョ,エイシンフラッシュ,ゼンノロブロイ,Silver Deputy,地,地,地,極,極,地,バ,極,極,地・地・地｜極・極・地｜バ・極・極
2017105117,クロスザルビコン,フェノーメノ,キングカメハメハ,パドスール,地,極,地,極,地,地,極,極,極,地・極・地｜極・地・地｜極・極・極
2017101966,マイネルソラス,ゴールドシップ,ロージズインメイ,トニービン,地,極,地,バ,極,極,極,極,極,地・極・地｜バ・極・極｜極・極・極
2017105402,ダノンセレスタ,ハーツクライ,Jump Start,Carson City,極,極,地,極,極,極,極,極,極,極・極・地｜極・極・極｜極・極・極
2017100915,ロッソモラーレ,モンテロッソ,フサイチリシャール,ラストタイクーン,地,バ,バ,地,極,バ,地,極,極,地・バ・バ｜地・極・バ｜地・極・極
2016100273,グレルグリーン,ヴァーミリアン,サクラユタカオー,ノーザンデイクテイター,地,地,極,極,地,極,地,極,極,地・地・極｜極・地・極｜地・極・極
2016104961,ディーイストワール,ディープインパクト,Dubawi,Imperial Ballet,極,極,地,極,地,地,地,極,極,極・極・地｜極・地・地｜地・極・極
2014105275,マンハッタンロック,マンハッタンカフェ,ブライアンズタイム,Alzao,極,極,地,極,極,地,地,極,極,極・極・地｜極・極・地｜地・極・極
2015101581,クリノカポネ,ストーミングホーム,Cape Cross,Bering,極,極,極,地,極,極,極,極,極,極・極・極｜地・極・極｜極・極・極
2013102840,ケルティックソード,ハーツクライ,タイキシャトル,Chief's Crown,極,極,地,極,極,極,地,バ,極,極・極・地｜極・極・極｜地・バ・極
2017105555,シェダル,ゴールドアリュール,クロフネ,Seattle Slew,極,極,地,地,極,極,極,極,極,極・極・地｜地・極・極｜極・極・極
2015101912,デルマカルヴァドス,サムライハート,フレンチデピュティ,Seattle Slew,極,極,地,バ,極,極,極,極,極,極・極・地｜バ・極・極｜極・極・極
2016100718,マイネルアプラウス,アイルハヴアナザー,ダンスインザダーク,Seeking the Gold,地,バ,地,極,極,極,極,極,極,地・バ・地｜極・極・極｜極・極・極
2016105815,グラスボイジャー,カネヒキリ,Fusaichi Pegasus,Broad Brush,地,極,極,極,極,極,極,極,極,地・極・極｜極・極・極｜極・極・極
2014100407,ブラックカード,ゼンノロブロイ,エンドスウィープ,Silver Deputy,極,極,地,極,極,極,バ,極,極,極・極・地｜極・極・極｜バ・極・極
2015105143,ヴィーダ,ヨハネスブルグ,サンデーサイレンス,Bering,地,バ,極,極,極,極,極,極,極,地・バ・極｜極・極・極｜極・極・極
2016110072,チェルシーライオン,Malibu Moon,Intikhab,Indian Ridge,極,極,極,極,極,極,極,極,極,極・極・極｜極・極・極｜極・極・極
2014102395,ペイシャボム,アグネスデジタル,アグネスタキオン,Seattle Slew,極,極,極,極,極,地,極,極,極,極・極・極｜極・極・地｜極・極・極
2014106179,キラーコンテンツ,ディープインパクト,Concorde's Tune,Slew Gin Fizz,極,極,地,地,極,地,極,極,極,極・極・地｜地・極・地｜極・極・極
2016104486,ルガールカルム,ロードカナロア,Sunday Silence,Soviet Star,地,地,地,極,極,極,地,地,極,地・地・地｜極・極・極｜地・地・極
2016110041,ショウナンアリアナ,Frankel,Kendargent,Montjeu,地,極,地,極,地,地,地,極,地,地・極・地｜極・地・地｜地・極・地
2016110158,フォッサマグナ,War Front,Lahib,Dixieland Band,地,バ,極,極,極,極,地,極,極,地・バ・極｜極・極・極｜地・極・極
2016104454,アカネサス,ロードカナロア,スペシャルウィーク,Ogygian,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2016101465,スギノヴォルケーノ,ロードカナロア,サクラバクシンオー,Caerleon,地,地,地,地,極,極,地,極,極,地・地・地｜地・極・極｜地・極・極
2013105855,ラベンダーヴァレイ,ディープインパクト,フレンチデピュティ,Caerleon,極,極,地,バ,極,極,地,極,極,極・極・地｜バ・極・極｜地・極・極
2014103453,ファイブフォース,アルデバラン2,サクラバクシンオー,サンデーサイレンス,極,極,極,地,極,極,極,極,極,極・極・極｜地・極・極｜極・極・極
2016104855,ダノンジャスティス,Kingman,Aldebaran,Common Grounds,地,地,バ,極,極,極,地,極,極,地・地・バ｜極・極・極｜地・極・極
2015104675,アンブロジオ,ローズキングダム,Songandaprayer,Cat Thief,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2016101340,アスタールビー,ロードカナロア,ブライアンズタイム,サンデーサイレンス,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2016102073,ホープフルサイン,モンテロッソ,グラスワンダー,サンデーサイレンス,地,バ,バ,極,バ,極,極,極,極,地・バ・バ｜極・バ・極｜極・極・極
2016110148,サンノゼテソーロ,The Factor,Tale of the Cat,Kaldoun,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2014103017,ヒロイックアゲン,ロードアルティマ,ブライアンズタイム,Woodman,極,極,極,極,極,地,極,極,極,極・極・極｜極・極・地｜極・極・極
2015102264,インスピレーション,ハーツクライ,ブライアンズタイム,Danzig,極,極,地,極,極,地,地,極,地,極・極・地｜極・極・地｜地・極・地
2015102528,タイセイソニック,ディープブリランテ,ワイルドラッシュ,クリエイター,地,バ,極,バ,地,極,極,極,極,地・バ・極｜バ・地・極｜極・極・極
2015104546,エイカイマドンナ,ハーツクライ,サクラバクシンオー,ベリフア,極,極,地,地,極,極,地,極,極,極・極・地｜地・極・極｜地・極・極
2016102972,エイカイキャロル,ロードカナロア,スペシャルウィーク,ノーザンテースト,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2017105360,ファーストフォリオ,キングカメハメハ,スペシャルウィーク,Sadler's Wells,極,地,地,極,極,地,地,極,極,極・地・地｜極・極・地｜地・極・極
2016105303,ロイヤルヴィザージ,ロードカナロア,シンボリクリスエス,サンデーサイレンス,地,地,地,極,極,バ,極,極,極,地・地・地｜極・極・バ｜極・極・極
2016105038,シトラスノキセキ,ワークフォース,サンデーサイレンス,ノーザンテースト,地,地,地,極,極,極,地,極,極,地・地・地｜極・極・極｜地・極・極
2017104059,インザムービー,リアルインパクト,Invincible Spirit,Cadeaux Genereux,地,バ,極,地,極,極,地,地,地,地・バ・極｜地・極・極｜地・地・地
2016102389,デュアリティ,グランプリボス,ジャングルポケット,Caerleon,地,地,極,極,地,極,地,極,極,地・地・極｜極・地・極｜地・極・極
2016100033,レイナブローニュ,ヘニーヒューズ,キングカメハメハ,サンデーサイレンス,地,バ,極,極,地,地,極,極,極,地・バ・極｜極・地・地｜極・極・極
2014103850,イリスファルコン,ダイワメジャー,マイネルラヴ,セレスティアルストーム,極,極,地,極,極,極,極,極,極,極・極・地｜極・極・極｜極・極・極
2016104448,ファクトゥーラ,マンハッタンカフェ,Sunray Spirit,Payant,極,極,地,地,バ,極,地,極,極,極・極・地｜地・バ・極｜地・極・極
2017106392,ソフィアバローズ,ルーラーシップ,ゼンノロブロイ,フレンチデピュティ,地,地,地,極,極,地,バ,極,極,地・地・地｜極・極・地｜バ・極・極
2015101382,グッドワード,クロフネ,ゴールドアリュール,アフリート,地,極,極,極,極,地,極,極,極,地・極・極｜極・極・地｜極・極・極
2017101151,ブルーパピヨン,マツリダゴッホ,ヘクタープロテクター,ラツキーソブリン,極,極,地,極,極,極,地,極,極,極・極・地｜極・極・極｜地・極・極
2018103122,メイショウワゲン,トゥザワールド,タイキシャトル,Gone West,地,地,地,極,極,極,極,極,極,地・地・地｜極・極・極｜極・極・極
2018106349,マイスクワッド,カレンブラックヒル,ジャイアントレッカー,トニービン,地,地,極,地,バ,極,極,極,極,地・地・極｜地・バ・極｜極・極・極
2018100769,デンプシーロール,ワールドエース,ケイムホーム,アグネスタキオン,地,バ,極,極,極,極,極,極,地,地・バ・極｜極・極・極｜極・極・地
2018110040,ボイオートス,Dawn Approach,Shirocco,Spinning World,地,バ,極,極,地,地,地,地,極,地・バ・極｜極・地・地｜地・地・極
2018105660,トーセンイヴ,トーセンファントム,トウカイテイオー,リアルシヤダイ,地,地,地,極,地,極,極,極,極,地・地・地｜極・地・極｜極・極・極
2018105481,ワールドクルーズ,ワールドエース,クロフネ,サンデーサイレンス,地,バ,極,地,極,極,極,極,極,地・バ・極｜地・極・極｜極・極・極
2018105357,ラピカズマ,キンシャサノキセキ,サクラバクシンオー,Herat,地,極,極,地,極,極,地,極,極,地・極・極｜地・極・極｜地・極・極
2017104246,ユキネエ,カレンブラックヒル,デュランダル,エンドスウィープ,地,地,極,極,極,地,極,極,極,地・地・極｜極・極・地｜極・極・極
2017104752,エタンセル,ダイワメジャー,ウォーエンブレム,Last Tycoon,極,極,地,極,地,極,地,極,極,極・極・地｜極・地・極｜地・極・極
2017101997,ブンロート,クロフネ,シンボリクリスエス,Caerleon,地,極,極,極,極,バ,地,極,極,地・極・極｜極・極・バ｜地・極・極
2017100722,ドバウィビクトリー,モンテロッソ,アドマイヤムーン,Unbridled's Song,地,バ,バ,地,地,地,極,極,極,地・バ・バ｜地・地・地｜極・極・極
2017102741,エメラルディ,リアルインパクト,Gone West,Deputy Minister,地,バ,極,極,極,極,地,極,極,地・バ・極｜極・極・極｜地・極・極
2017100458,エーティーロンドン,アドマイヤムーン,サクラバクシンオー,シエイデイハイツ,地,地,地,地,極,極,バ,極,極,地・地・地｜地・極・極｜バ・極・極
2017105306,ミエノワールド,トゥザワールド,スペシャルウィーク,エリシオ,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2017106060,スイスライツ,ロードアルティマ,メイショウオウドウ,El Gran Senor,極,極,極,極,極,地,地,極,極,極・極・極｜極・極・地｜地・極・極
2017100213,ヒボン,アンライバルド,タイキシャトル,ラストタイクーン,地,地,地,極,極,極,地,極,極,地・地・地｜極・極・極｜地・極・極
2017100385,レディオタイムズ,ロージズインメイ,フジキセキ,Tabasco Cat,バ,極,極,極,極,極,地,極,極,バ・極・極｜極・極・極｜地・極・極
2017104087,リーガルレディ,ローエングリン,アドマイヤジャパン,Spinning World,地,極,極,極,極,地,地,地,極,地・極・極｜極・極・地｜地・地・極
2017101135,クレヴァージャッジ,タイムパラドックス,ジェニュイン,マルゼンスキー,極,地,極,極,極,極,地,極,極,極・地・極｜極・極・極｜地・極・極
2017104780,スペラーレ,クロフネ,フジキセキ,Alwasmi,地,極,極,極,極,極,地,極,極,地・極・極｜極・極・極｜地・極・極
2017105188,ポテンシャルリアル,リアルインパクト,Nashwan,Nureyev,地,バ,極,極,極,極,地,極,極,地・バ・極｜極・極・極｜地・極・極
2017103588,イチジン,アドマイヤムーン,Broad Brush,Regal Classic,地,地,地,極,極,極,地,極,極,地・地・地｜極・極・極｜地・極・極
2017102346,カワキタジャズ,ハービンジャー,クロフネ,フォーティナイナー,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2017101742,テイエムシュンソク,クロフネ,Kris S.,Nureyev,地,極,極,極,極,極,地,極,極,地・極・極｜極・極・極｜地・極・極
2017109085,ホテルカリホルニア,ゴールドアリュール,サクラバクシンオー,ヘクタープロテクター,極,極,地,地,極,極,極,極,極,極・極・地｜地・極・極｜極・極・極
2017105758,エイユージャッカル,シニスターミニスター,サクラバクシンオー,フジキセキ,バ,極,地,地,極,極,極,極,極,バ・極・地｜地・極・極｜極・極・極
2017103808,ディーププレザント,ディープブリランテ,シンボリクリスエス,Vice Regent,地,バ,極,極,極,バ,地,極,極,地・バ・極｜極・極・バ｜地・極・極
2017100059,ピノッキオ,タートルボウル,マンハッタンカフェ,リファーズウィッシュ,地,バ,極,極,極,地,地,極,極,地・バ・極｜極・極・地｜地・極・極
2017104551,エフティハヤテ,エイシンフラッシュ,ハービンジャー,フジキセキ,地,地,地,地,地,地,極,極,極,地・地・地｜地・地・地｜極・極・極
2017101571,サイヤダンサー,ベーカバド,サンデーサイレンス,ミルジヨージ,地,バ,地,極,極,極,極,極,極,地・バ・地｜極・極・極｜極・極・極
2017100324,マラジェッツ,ダノンシャンティ,ダンスインザダーク,クリスタルグリツターズ,地,極,極,極,極,極,極,極,極,地・極・極｜極・極・極｜極・極・極
2017106533,インセンディオ,ノヴェリスト,キングカメハメハ,サンデーサイレンス,極,地,地,極,地,地,極,極,極,極・地・地｜極・地・地｜極・極・極
2017100290,サンスポット,アドマイヤムーン,メジロライアン,Rainbow Quest,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2017103919,ショウナンランチャ,キズナ,ウォーエンブレム,Kris S.,地,バ,極,極,地,極,極,極,極,地・バ・極｜極・地・極｜極・極・極
2017103233,ゴールデンゴール,ルーラーシップ,Sadler's Wells,Affirmed,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2017105663,バルバレスコ,ロードカナロア,Sadler's Wells,Slip Anchor,地,地,地,地,極,極,バ,極,極,地・地・地｜地・極・極｜バ・極・極
2017104926,ナリノオルフェ,スウェプトオーヴァーボード,サンデーサイレンス,Zilzal,地,地,地,極,極,極,地,地,極,地・地・地｜極・極・極｜地・地・極
2017105918,カピテル,トーセンジョーダン,ダイワメジャー,Polish Precedent,地,地,バ,極,極,地,地,バ,極,地・地・バ｜極・極・地｜地・バ・極
2017104964,シャムロックヒル,キズナ,Tapit,El Prado,地,バ,極,バ,極,極,地,極,極,地・バ・極｜バ・極・極｜地・極・極
2017101865,ローレルオルブラン,オルフェーヴル,クロフネ,Lomond,地,極,地,地,極,極,地,極,極,地・極・地｜地・極・極｜地・極・極
2017105511,サンテルノ,ハーツクライ,Vale of York,Choisir,極,極,地,地,地,バ,地,地,地,極・極・地｜地・地・バ｜地・地・地
